loan_id,balance,mortgage_rate,seasoning_months,fico,ltv,state
1125,259658.07,0.049637,224,742,0.8277,NY
1126,249803.58,0.037983,68,758,0.6962,CA
1127,625998.69,0.060317,104,702,0.76,NC
1128,269870.99,0.057411,248,729,0.7956,Other
1129,252772.9,0.06536,280,761,0.7786,NC
1130,109770.5,0.050392,226,706,0.9143,CA
1131,188642.07,0.051082,35,665,0.7992,IL
1132,250600.91,0.0542,95,671,0.9183,NY
1133,207184.77,0.061419,320,721,0.7836,AZ
1134,525322.91,0.037798,65,681,0.8185,NC
1135,261915.71,0.059861,301,724,0.786,VA
1136,503732.13,0.052295,131,815,0.6981,NY
1137,290037.96,0.041914,189,678,0.8594,CA
1138,286860.85,0.031654,310,727,0.7718,NC
1139,271045.4,0.051135,205,836,0.6241,PA
1140,282577.55,0.066977,56,758,0.7506,CA
1141,611370.08,0.069247,107,723,0.8179,NC
1142,99327.24,0.056054,197,733,0.7161,CA
1143,114611.61,0.07212,296,759,0.7922,NC
1144,220923.8,0.052071,87,816,0.7715,NC
1145,283945.49,0.062033,282,716,0.8753,CA
1146,384826.16,0.047988,104,706,0.8271,VA
1147,349021.65,0.047354,141,678,0.7449,NY
1148,237302.11,0.045725,163,745,0.8079,NJ
1149,446221.02,0.031895,195,677,0.8844,Other
1150,448465.9,0.065371,174,719,0.7638,AZ
1151,306454.94,0.046084,16,699,0.8128,FL
1152,435041.15,0.044486,159,788,0.7615,GA
1153,318918.34,0.0407,200,717,0.8898,NJ
1154,219110.76,0.050456,202,758,0.7512,WA
1155,386164.06,0.070135,87,668,0.8886,FL
1156,296492.12,0.073438,121,746,0.7905,NJ
1157,282265.37,0.035891,130,686,0.838,CA
1158,547342.0,0.048956,185,721,0.8634,Other
1159,93630.13,0.042156,166,840,0.6495,AZ
1160,149050.75,0.062383,312,782,0.7542,TX
1161,165349.77,0.055366,259,734,0.7867,IL
1162,239553.66,0.046134,31,850,0.6069,FL
1163,251557.36,0.053226,54,699,0.8781,CA
1164,143157.89,0.047726,79,792,0.7752,CA
1165,181077.23,0.068642,230,671,0.843,WA
1166,191495.82,0.05797,216,729,0.7767,TX
1167,852425.28,0.059198,140,679,0.8342,NJ
1168,634621.4,0.025831,223,752,0.8047,AZ
1169,234383.22,0.051832,154,743,0.78,CA
1170,239518.88,0.073332,212,726,0.7591,IL
1171,168191.45,0.065761,225,789,0.7106,Other
1172,119532.23,0.034029,120,714,0.8025,VA
1173,267641.56,0.049366,224,755,0.72,TX
1174,180045.81,0.040485,100,777,0.7638,TX
1175,271527.11,0.069611,263,673,0.7999,NC
1176,137297.77,0.054943,76,706,0.7625,CA
1177,200207.88,0.044822,192,742,0.9379,PA
1178,301607.62,0.052842,92,768,0.8521,TX
1179,332632.75,0.026426,83,804,0.7303,WA
1180,340395.13,0.04165,97,730,0.8314,FL
1181,155714.57,0.052864,74,726,0.8435,NY
1182,414408.95,0.060957,149,701,0.8109,VA
1183,196792.42,0.033087,82,755,0.7808,CA
1184,375039.29,0.048688,137,727,0.7784,PA
1185,280747.96,0.062597,241,728,0.8535,Other
1186,151846.53,0.037985,106,736,0.847,GA
1187,244681.11,0.054792,78,765,0.8359,CA
1188,332506.17,0.05316,53,715,0.8155,AZ
1189,371697.05,0.069644,92,705,0.9195,CA
1190,264753.75,0.050199,159,759,0.7593,FL
1191,562024.38,0.050784,44,620,0.97,TX
1192,443911.21,0.06105,275,713,0.7808,NC
1193,251325.87,0.039237,298,688,0.7614,TX
1194,395361.1,0.050291,78,794,0.8334,TX
1195,673475.62,0.047943,153,720,0.8308,NY
1196,681613.51,0.051111,87,715,0.8282,TX
1197,162332.19,0.060984,181,738,0.7638,VA
1198,185917.83,0.058042,189,713,0.7617,NJ
1199,550297.02,0.045013,78,722,0.7585,IL
1200,175215.78,0.053867,104,744,0.7834,CA
1201,155570.84,0.067404,226,721,0.7894,AZ
1202,226661.42,0.044186,324,721,0.6999,FL
1203,340817.36,0.053952,128,695,0.9047,FL
1204,269391.63,0.050568,99,688,0.8052,TX
1205,210501.14,0.05187,276,743,0.8393,Other
1206,208272.87,0.036193,210,754,0.7323,PA
1207,204730.21,0.066608,142,676,0.8446,CA
1208,189893.88,0.044756,39,774,0.7984,TX
1209,787591.47,0.062761,126,774,0.7915,NJ
1210,322506.96,0.046286,154,784,0.7275,TX
1211,420433.49,0.046245,235,753,0.7939,PA
1212,226367.52,0.064631,111,769,0.788,FL
1213,259450.05,0.062439,184,838,0.6855,FL
1214,204618.12,0.054587,167,726,0.7368,VA
1215,85539.3,0.060112,44,693,0.7905,NJ
1216,151735.75,0.049614,214,671,0.8224,CA
1217,124894.12,0.052416,97,819,0.7111,FL
1218,102497.87,0.045884,81,820,0.7885,AZ
1219,164734.19,0.061541,143,698,0.8627,WA
1220,512076.88,0.045566,158,707,0.7685,NC
1221,276510.4,0.067352,176,725,0.8852,WA
1222,504212.81,0.049342,157,795,0.7272,CA
1223,339402.55,0.052705,145,682,0.8652,CA
1224,401174.38,0.060087,255,652,0.8113,CA
1225,188075.05,0.052739,242,838,0.6703,CA
1226,357102.43,0.049521,91,754,0.8195,WA
1227,391570.72,0.0522,60,760,0.7183,CA
1228,217620.66,0.061438,217,731,0.7908,NY
1229,362867.55,0.045871,81,761,0.7849,TX
1230,363954.63,0.051238,69,672,0.7893,WA
1231,220290.26,0.052603,137,702,0.7249,VA
1232,170204.21,0.061146,254,745,0.8209,NC
1233,165568.83,0.051502,147,638,0.97,FL
1234,293293.03,0.070583,131,726,0.8154,Other
1235,326816.6,0.050935,269,724,0.8268,AZ
1236,197474.23,0.050123,218,726,0.7482,GA
1237,285490.32,0.05079,151,715,0.8757,PA
1238,364667.65,0.039334,90,695,0.8012,FL
1239,372572.09,0.042133,44,658,0.9111,NC
1240,567131.26,0.047193,171,747,0.8041,Other
1241,501140.3,0.063858,80,726,0.824,FL
1242,179767.36,0.052169,151,678,0.8648,TX
1243,601759.89,0.047654,206,743,0.8054,TX
1244,222139.44,0.064765,121,727,0.8057,Other
1245,451437.75,0.068012,283,719,0.8471,IL
1246,290859.03,0.065054,156,643,0.8299,Other
1247,234341.04,0.043969,260,771,0.7405,PA
1248,125058.44,0.047548,199,685,0.9023,FL
1249,261135.83,0.070637,241,743,0.786,IL
1250,139843.27,0.054911,136,704,0.7957,CA
1251,435950.79,0.049824,284,723,0.8469,NY
1252,558246.94,0.059683,262,792,0.7756,NY
1253,197084.93,0.062573,297,764,0.6937,IL
1254,323154.83,0.046786,236,791,0.7712,FL
1255,203531.04,0.054694,72,755,0.7735,NY
1256,212603.0,0.061766,215,758,0.7996,AZ
1257,399721.21,0.040897,96,660,0.8516,TX
1258,277245.25,0.052623,87,726,0.8157,Other
1259,617134.1,0.041356,222,730,0.6973,IL
1260,227065.86,0.042664,140,795,0.6864,PA
1261,442281.28,0.046869,93,717,0.8374,CA
1262,294736.21,0.057271,40,752,0.9004,CA
1263,403567.93,0.04928,146,750,0.7895,NC
1264,230678.23,0.046016,243,792,0.6991,AZ
1265,275873.73,0.053016,22,734,0.7921,NJ
1266,267807.98,0.04103,60,777,0.7024,CA
1267,193643.53,0.056788,125,663,0.9109,VA
1268,380003.86,0.063814,185,667,0.8473,AZ
1269,377985.85,0.051708,155,637,0.9242,GA
1270,368464.49,0.050474,85,775,0.7412,TX
1271,563337.7,0.056234,72,770,0.8104,NY
1272,541557.84,0.032215,132,780,0.6633,Other
1273,238297.43,0.057868,212,710,0.8079,TX
1274,333658.58,0.083519,208,715,0.8292,CA
1275,213070.78,0.051273,248,735,0.771,GA
1276,285075.66,0.051309,249,805,0.7402,IL
1277,215370.0,0.059936,275,816,0.7296,TX
1278,584803.77,0.068953,123,776,0.8004,PA
1279,332257.04,0.06225,141,755,0.7977,Other
1280,255732.41,0.030944,196,800,0.7463,WA
1281,482689.25,0.058134,125,728,0.8346,CA
1282,106215.26,0.078219,235,722,0.7283,AZ
1283,113965.82,0.058724,249,734,0.7477,PA
1284,403578.94,0.040954,248,696,0.7498,TX
1285,289876.66,0.055318,156,732,0.8145,CA
1286,315748.36,0.039693,278,690,0.8451,Other
1287,155301.2,0.064828,163,786,0.8084,CA
1288,279161.24,0.042941,37,764,0.7762,TX
1289,694938.92,0.053242,214,804,0.6915,GA
1290,408762.6,0.043922,262,667,0.8516,NC
1291,304482.21,0.047036,69,826,0.6098,TX
1292,231520.97,0.067362,57,669,0.8227,NC
1293,236201.9,0.053535,130,686,0.7106,NC
1294,108213.45,0.046908,161,712,0.8213,VA
1295,316772.2,0.041048,119,799,0.7136,NC
1296,412696.36,0.033783,125,750,0.7645,CA
1297,138825.26,0.039987,156,729,0.7432,AZ
1298,209475.57,0.05362,56,704,0.7786,IL
1299,167567.4,0.062302,82,678,0.8697,NY
1300,182698.4,0.046896,26,791,0.6629,CA
1301,288966.7,0.068205,211,776,0.7733,PA
1302,110416.96,0.045325,103,801,0.6852,CA
1303,371915.4,0.05012,251,758,0.6799,IL
1304,396025.86,0.041704,227,621,0.9471,TX
1305,251954.51,0.062408,211,684,0.8962,GA
1306,92381.42,0.073475,206,761,0.7344,CA
1307,180161.98,0.034882,82,723,0.7676,PA
1308,491297.86,0.049038,194,715,0.7897,PA
1309,80813.76,0.065148,185,690,0.7839,NY
1310,241256.14,0.038031,36,783,0.7101,AZ
1311,165876.64,0.058167,119,761,0.7838,NJ
1312,405167.82,0.064715,52,763,0.8633,NC
1313,208188.4,0.053282,225,711,0.788,NY
1314,338330.77,0.058003,122,748,0.824,VA
1315,363835.52,0.070109,107,680,0.851,AZ
1316,644546.1,0.071984,274,734,0.7017,NY
1317,257474.54,0.05188,107,626,0.8801,Other
1318,334108.13,0.047176,173,669,0.8356,CA
1319,144599.78,0.0433,200,725,0.8666,WA
1320,481993.59,0.06227,100,847,0.7601,NJ
1321,200339.96,0.038782,224,659,0.8708,CA
1322,219182.64,0.049974,182,684,0.8905,PA
1323,279285.12,0.053527,201,750,0.7638,CA
1324,139623.12,0.04747,146,820,0.7649,AZ
1325,312683.42,0.055298,43,749,0.777,VA
1326,435983.56,0.078145,186,772,0.8064,GA
1327,321843.35,0.051284,148,725,0.8533,TX
1328,137998.22,0.048146,134,717,0.8363,Other
1329,266808.33,0.062653,32,744,0.7394,WA
1330,393923.89,0.054896,137,710,0.7856,NC
1331,121164.58,0.066893,117,773,0.7883,FL
1332,173920.8,0.054147,83,668,0.8887,NJ
1333,418505.21,0.050016,113,780,0.7524,FL
1334,318552.62,0.034663,181,742,0.7626,WA
1335,339553.64,0.036303,202,730,0.7985,FL
1336,651330.62,0.034143,46,666,0.8319,TX
1337,348310.2,0.056293,136,696,0.8055,TX
1338,379287.44,0.038878,199,794,0.83,NY
1339,955352.33,0.065056,286,731,0.7642,PA
1340,256219.03,0.052802,95,753,0.7938,WA
1341,196998.77,0.050058,155,700,0.8232,Other
1342,341980.29,0.044061,52,739,0.7196,CA
1343,343707.39,0.058723,189,678,0.7721,CA
1344,222565.8,0.044455,234,744,0.7724,FL
1345,177268.59,0.042646,227,757,0.6673,VA
1346,797653.83,0.064383,217,754,0.8591,AZ
1347,326792.13,0.056046,148,699,0.7984,CA
1348,202900.62,0.050151,139,725,0.7712,TX
1349,425988.93,0.058914,180,764,0.8198,AZ
1350,268574.78,0.052589,212,730,0.7819,IL
1351,251752.9,0.05633,187,727,0.8241,NY
1352,363314.01,0.044332,263,826,0.6749,TX
1353,157732.05,0.073204,231,697,0.8205,CA
1354,330605.88,0.046704,190,789,0.7849,CA
1355,667189.68,0.06806,233,688,0.7831,GA
1356,347938.13,0.050611,64,769,0.7806,NC
1357,238161.56,0.060571,217,772,0.6307,FL
1358,224538.54,0.059842,190,717,0.8637,PA
1359,234531.93,0.063969,258,685,0.8011,CA
1360,251630.44,0.044094,142,651,0.8548,CA
1361,237990.74,0.063256,116,712,0.8,CA
1362,426062.0,0.070964,238,764,0.7099,CA
1363,129321.38,0.049913,68,692,0.7701,Other
1364,415775.21,0.052847,108,744,0.8025,TX
1365,237789.49,0.047266,221,674,0.8671,CA
1366,334243.99,0.049036,139,729,0.7455,VA
1367,169881.33,0.069614,157,688,0.8533,FL
1368,512924.52,0.042458,270,736,0.8115,TX
1369,494121.01,0.043079,165,717,0.7815,TX
1370,434441.13,0.068609,181,686,0.7633,CA
1371,142680.1,0.058745,118,710,0.8048,CA
1372,409668.87,0.073704,20,698,0.8356,GA
1373,338467.99,0.047996,16,681,0.8295,NY
1374,136985.17,0.053763,227,789,0.7068,CA
1375,279027.65,0.045893,84,724,0.8176,VA
1376,332382.11,0.053933,34,641,0.9313,CA
1377,362302.17,0.034759,132,712,0.7664,NY
1378,305519.11,0.05935,227,781,0.7287,CA
1379,321596.89,0.055735,122,706,0.9474,CA
1380,547504.04,0.051924,143,807,0.735,IL
1381,489781.8,0.048596,292,701,0.7513,CA
1382,77639.01,0.043552,65,763,0.7357,CA
1383,244544.52,0.059777,49,787,0.7004,NJ
1384,261949.51,0.040789,184,760,0.7812,WA
1385,128226.77,0.057619,77,678,0.8505,NJ
1386,294308.08,0.073245,37,698,0.7855,CA
1387,494815.87,0.067355,212,793,0.8257,FL
1388,172999.58,0.037449,141,704,0.8163,NY
1389,328200.64,0.047133,207,784,0.7181,TX
1390,186816.0,0.056715,102,721,0.7358,FL
1391,208488.59,0.051797,51,746,0.7299,NJ
1392,548436.69,0.038506,60,678,0.7728,Other
1393,220984.75,0.056353,239,713,0.7945,VA
1394,347317.85,0.0524,184,701,0.7704,TX
1395,121534.31,0.071643,166,750,0.8103,VA
1396,652158.5,0.049968,143,744,0.7472,NY
1397,369976.07,0.06418,66,761,0.8033,VA
1398,259853.96,0.039829,160,718,0.8241,PA
1399,365490.63,0.04222,320,698,0.8496,GA
1400,149579.19,0.059717,87,748,0.8177,FL
1401,480286.86,0.063337,267,694,0.9206,NC
1402,243825.2,0.042926,216,789,0.694,IL
1403,257343.93,0.052741,250,735,0.8267,PA
1404,226105.05,0.038684,309,725,0.8132,IL
1405,217228.89,0.050688,82,761,0.8145,CA
1406,385617.71,0.060869,52,737,0.7882,NJ
1407,316525.18,0.04815,196,665,0.9055,CA
1408,378240.93,0.05001,204,692,0.7581,CA
1409,280981.02,0.041202,72,788,0.6871,NJ
1410,355378.93,0.046016,243,744,0.748,NY
1411,233635.63,0.070081,185,664,0.8438,CA
1412,769410.05,0.053229,195,756,0.7681,CA
1413,139306.43,0.042477,59,715,0.7652,NY
1414,497535.3,0.049352,257,701,0.7651,Other
1415,522070.73,0.036526,309,688,0.7935,NJ
1416,192245.51,0.042358,152,785,0.6545,VA
1417,769251.41,0.066103,161,652,0.8438,NY
1418,441516.48,0.051075,139,702,0.8109,TX
1419,436704.72,0.071407,197,745,0.7976,CA
1420,285674.97,0.051547,25,811,0.7252,FL
1421,255824.83,0.05214,143,765,0.8474,AZ
1422,256726.35,0.058909,227,702,0.8544,FL
1423,336293.23,0.025774,91,809,0.7555,FL
1424,529947.82,0.054549,251,679,0.8525,GA
1425,306076.82,0.05201,320,752,0.7961,NC
1426,187184.56,0.06736,258,762,0.7494,PA
1427,408804.44,0.062147,153,700,0.8205,FL
1428,426990.84,0.041163,197,771,0.8485,Other
1429,378736.8,0.064921,104,717,0.7969,FL
1430,394539.49,0.049877,334,771,0.6859,FL
1431,249716.7,0.043455,51,657,0.8886,WA
1432,185712.47,0.054471,295,755,0.8104,Other
1433,190863.34,0.050472,247,721,0.8046,Other
1434,135136.62,0.067885,79,792,0.6399,IL
1435,313836.33,0.055906,222,738,0.8461,WA
1436,271698.44,0.054557,150,796,0.7417,TX
1437,231423.71,0.061506,141,763,0.744,AZ
1438,75000.0,0.063429,130,734,0.8447,NC
1439,160927.16,0.060336,133,775,0.6477,NY
1440,467137.2,0.066695,190,776,0.7536,TX
1441,209173.28,0.058587,279,761,0.7343,NC
1442,331792.9,0.054177,29,637,0.9462,NY
1443,150872.68,0.064892,59,696,0.8313,Other
1444,538971.23,0.051591,40,802,0.6817,WA
1445,264391.85,0.052832,238,683,0.8876,VA
1446,321424.57,0.069716,162,780,0.6215,FL
1447,803394.3,0.068719,72,772,0.777,NC
1448,558158.39,0.052418,139,707,0.7462,NC
1449,245743.96,0.047964,188,650,0.8369,NY
1450,216003.72,0.067132,72,714,0.7911,CA
1451,243654.07,0.060504,153,834,0.742,NC
1452,354851.34,0.055656,175,701,0.9248,FL
1453,269049.09,0.049281,15,704,0.723,CA
1454,236130.56,0.055817,215,695,0.8423,CA
1455,545922.1,0.052283,266,795,0.8412,FL
1456,267963.36,0.045857,200,729,0.7611,NJ
1457,793981.22,0.05379,131,712,0.7731,CA
1458,293852.77,0.055154,144,804,0.7349,IL
1459,629948.45,0.048746,98,766,0.7983,AZ
1460,331304.69,0.061538,198,699,0.8493,PA
1461,435100.47,0.065388,230,685,0.811,NJ
1462,203602.54,0.062199,92,792,0.6937,TX
1463,192107.11,0.049738,161,741,0.8449,NY
1464,346926.31,0.060058,136,670,0.8035,PA
1465,440140.36,0.05328,229,660,0.7553,WA
1466,287252.08,0.040143,211,690,0.7518,AZ
1467,158122.13,0.059227,166,684,0.801,NY
1468,152952.66,0.053961,75,648,0.9364,TX
1469,148418.11,0.078435,96,691,0.7641,GA
1470,127334.15,0.067073,143,699,0.8925,Other
1471,296341.69,0.059612,195,719,0.864,Other
1472,468021.62,0.054992,268,816,0.7237,Other
1473,280397.33,0.054137,307,728,0.6632,TX
1474,102008.7,0.042463,72,732,0.7279,WA
1475,258889.81,0.03511,270,763,0.7279,CA
1476,262167.91,0.043774,159,729,0.8763,CA
1477,724472.76,0.052023,314,758,0.7355,GA
1478,146427.83,0.031445,127,753,0.7298,CA
1479,236616.29,0.047057,193,746,0.7841,FL
1480,607819.78,0.050024,201,850,0.6117,CA
1481,345410.99,0.050346,187,781,0.7423,CA
1482,363484.12,0.045883,222,691,0.7836,TX
1483,297022.45,0.049085,30,757,0.8993,IL
1484,327248.33,0.069739,86,704,0.7661,FL
1485,400281.88,0.059121,130,760,0.8587,IL
1486,195972.8,0.046897,101,678,0.7781,PA
1487,418790.62,0.051817,80,690,0.8376,CA
1488,152077.97,0.052217,63,755,0.7917,WA
1489,327016.4,0.04482,228,785,0.7471,CA
1490,305722.6,0.044809,181,763,0.7636,AZ
1491,213772.6,0.062605,35,778,0.7893,Other
1492,279230.15,0.048302,161,757,0.7858,AZ
1493,213172.49,0.041553,109,748,0.7642,IL
1494,174160.82,0.052069,181,717,0.7667,NC
1495,240595.74,0.05368,321,777,0.7388,CA
1496,171648.68,0.032773,69,786,0.7302,Other
1497,326197.68,0.052093,139,737,0.7728,CA
1498,168124.75,0.06118,102,735,0.7883,IL
1499,388632.58,0.057012,105,812,0.6455,NY
1500,165766.33,0.074798,52,739,0.7295,VA
1501,218636.82,0.065011,164,743,0.8189,NC
1502,212974.66,0.066989,99,762,0.6479,FL
1503,512120.91,0.080501,143,736,0.8434,CA
1504,327299.35,0.060082,91,703,0.7849,VA
1505,256457.9,0.054131,316,757,0.8484,Other
1506,353070.75,0.062237,202,738,0.8431,CA
1507,109290.36,0.046908,182,823,0.6899,NC
1508,276672.53,0.053577,209,775,0.7377,NJ
1509,693066.6,0.046023,148,713,0.8837,FL
1510,299406.04,0.05648,329,773,0.8143,CA
1511,290849.41,0.045981,184,754,0.8162,NC
1512,361008.86,0.045631,94,799,0.7848,CA
1513,422110.48,0.056635,123,716,0.747,WA
1514,114822.18,0.051123,279,748,0.7832,TX
1515,132316.64,0.033225,73,736,0.745,PA
1516,310094.1,0.037944,18,743,0.7217,TX
1517,204496.38,0.041027,104,700,0.8237,GA
1518,509105.92,0.04367,258,766,0.7362,CA
1519,244793.81,0.056644,236,759,0.7548,FL
1520,118120.57,0.054689,219,798,0.7034,NJ
1521,159435.34,0.063153,54,740,0.7173,IL
1522,81850.18,0.060028,52,721,0.8817,IL
1523,253886.73,0.063219,80,776,0.7558,CA
1524,259166.8,0.058584,203,704,0.7399,CA
1525,233046.15,0.054597,177,789,0.7455,TX
1526,458399.14,0.063494,28,789,0.8125,CA
1527,483755.03,0.061694,173,797,0.7773,TX
1528,261274.07,0.056261,249,757,0.739,CA
1529,107946.16,0.065211,316,718,0.7748,NJ
1530,372419.7,0.029042,118,745,0.7277,CA
1531,362185.61,0.049595,58,757,0.7278,NY
1532,324235.77,0.049442,111,715,0.7692,NC
1533,438741.59,0.064027,132,800,0.6533,VA
1534,167013.07,0.068214,313,766,0.7347,IL
1535,696581.39,0.037998,64,700,0.8328,CA
1536,183186.04,0.066612,270,825,0.6837,IL
1537,395201.21,0.040786,122,744,0.7873,TX
1538,132018.0,0.041088,171,691,0.9047,IL
1539,185605.9,0.050157,147,703,0.9047,AZ
1540,558140.44,0.049318,355,807,0.717,PA
1541,250846.15,0.036916,168,822,0.7511,Other
1542,411664.99,0.058999,39,785,0.7317,TX
1543,313837.28,0.059294,174,799,0.7032,TX
1544,269081.3,0.06304,131,795,0.6753,CA
1545,521118.45,0.048165,106,765,0.7621,CA
1546,253597.47,0.052104,99,755,0.8209,CA
1547,126584.82,0.052196,177,764,0.6949,Other
1548,196524.42,0.06938,269,773,0.7363,NY
1549,361506.85,0.025,79,707,0.7926,Other
1550,337047.48,0.042931,87,773,0.763,WA
1551,139361.11,0.052555,219,806,0.7345,NC
1552,203627.14,0.041644,230,731,0.8149,AZ
1553,217124.32,0.049917,241,726,0.8873,TX
1554,239315.65,0.051239,85,761,0.7178,WA
1555,151878.92,0.045923,201,711,0.7595,GA
1556,212613.87,0.053145,218,681,0.8448,PA
1557,203236.43,0.058781,131,792,0.8064,PA
1558,399188.88,0.050137,254,720,0.7247,AZ
1559,405998.44,0.047968,160,741,0.7957,Other
1560,264179.82,0.050842,70,713,0.7939,CA
1561,236471.29,0.052426,298,797,0.772,CA
1562,300428.76,0.035097,50,778,0.7776,TX
1563,195348.65,0.057116,180,729,0.7922,VA
1564,168371.07,0.04799,253,687,0.8515,CA
1565,184776.17,0.065115,113,724,0.7613,GA
1566,211998.41,0.058411,77,766,0.7969,NY
1567,167114.89,0.064201,115,748,0.8422,AZ
1568,303436.25,0.04239,291,745,0.7806,WA
1569,391747.22,0.048786,86,750,0.7507,NJ
1570,138110.0,0.040075,203,774,0.7425,FL
1571,285303.25,0.045448,214,738,0.8213,WA
1572,255513.08,0.065021,115,760,0.7601,TX
1573,328955.88,0.067375,121,696,0.7591,IL
1574,280457.52,0.041019,285,850,0.7298,Other
1575,146661.18,0.047917,295,727,0.7424,PA
1576,159839.4,0.051738,177,749,0.7932,Other
1577,285855.18,0.058356,234,765,0.6645,NY
1578,448180.54,0.034902,131,722,0.8014,PA
1579,104152.94,0.03647,11,740,0.7766,Other
1580,329580.85,0.057396,81,740,0.6816,NC
1581,481821.94,0.03301,16,699,0.8331,AZ
1582,263323.44,0.048032,130,760,0.7072,WA
1583,361345.96,0.054121,15,666,0.85,CA
1584,205585.83,0.056657,55,819,0.6892,TX
1585,267342.32,0.051083,128,776,0.674,NC
1586,136024.31,0.048842,299,769,0.7019,AZ
1587,98227.89,0.060946,195,662,0.801,VA
1588,431164.35,0.055352,146,704,0.8611,FL
1589,181090.52,0.04603,207,803,0.7658,PA
1590,229810.99,0.052877,121,850,0.7919,GA
1591,151161.03,0.056332,237,794,0.7064,NY
1592,149569.08,0.069682,32,787,0.711,IL
1593,260868.84,0.060363,180,764,0.7654,Other
1594,203148.04,0.064646,208,702,0.796,IL
1595,334397.92,0.046394,126,785,0.7109,TX
1596,345809.14,0.047258,139,690,0.8272,NJ
1597,325911.89,0.050146,176,686,0.8632,CA
1598,314069.74,0.051064,38,683,0.7251,GA
1599,573776.77,0.04242,306,784,0.7123,AZ
1600,174483.04,0.065159,72,737,0.7125,GA
1601,275207.13,0.061334,251,745,0.7679,AZ
1602,469634.69,0.049443,190,739,0.8025,NC
1603,498342.52,0.058917,32,689,0.8812,NY
1604,148777.38,0.054729,60,710,0.785,IL
1605,245104.53,0.059698,68,712,0.8102,IL
1606,519776.66,0.039057,105,677,0.7519,NY
1607,354560.97,0.051043,108,717,0.7574,CA
1608,308004.1,0.05192,286,691,0.8339,GA
1609,255772.05,0.058736,109,766,0.6889,CA
1610,237349.63,0.046216,76,770,0.8152,TX
1611,321161.24,0.027501,61,682,0.8577,NY
1612,251810.39,0.041683,241,727,0.7463,Other
1613,276741.63,0.05189,44,824,0.6312,FL
1614,292251.33,0.053139,263,696,0.7831,VA
1615,207911.51,0.069337,275,759,0.7181,NY
1616,358419.09,0.058327,103,745,0.7147,TX
1617,1046969.22,0.053315,218,789,0.6661,CA
1618,126798.69,0.052176,151,753,0.7569,CA
1619,326376.09,0.063542,50,721,0.8335,NY
1620,200368.7,0.046599,166,743,0.7418,NY
1621,365796.03,0.051097,211,744,0.7987,PA
1622,288067.72,0.041607,204,736,0.7672,CA
1623,397454.07,0.066689,154,681,0.8631,TX
1624,478771.13,0.056425,24,796,0.6909,CA
1625,307610.45,0.045425,26,788,0.7514,AZ
1626,469499.98,0.051355,126,693,0.8278,NY
1627,98229.9,0.057597,210,726,0.8606,IL
1628,577061.16,0.049993,78,730,0.8168,NC
1629,333960.49,0.047155,168,688,0.839,TX
1630,458185.55,0.045957,109,656,0.7812,CA
1631,162926.74,0.05589,97,710,0.7804,IL
1632,194104.81,0.048919,141,724,0.7542,AZ
1633,301242.91,0.047962,209,675,0.7967,AZ
1634,279940.67,0.039139,55,748,0.7737,FL
1635,320417.74,0.053276,72,792,0.7458,TX
1636,459563.23,0.050688,240,778,0.7602,FL
1637,127471.85,0.049284,41,734,0.8484,TX
1638,437231.72,0.054488,183,657,0.878,Other
1639,283148.52,0.05998,85,772,0.6902,CA
1640,257377.24,0.059516,47,747,0.7839,TX
1641,145509.72,0.058027,141,759,0.7923,CA
1642,353759.26,0.050093,243,827,0.7658,WA
1643,95192.03,0.04683,57,703,0.8052,NJ
1644,377670.46,0.042061,207,620,0.8794,TX
1645,144141.74,0.046568,64,693,0.8757,NY
1646,288963.62,0.052697,196,762,0.7694,CA
1647,267366.06,0.044637,163,741,0.6992,CA
1648,477486.98,0.053461,135,685,0.7382,Other
1649,260303.93,0.042845,168,676,0.9289,GA
1650,206413.69,0.03589,27,724,0.7085,PA
1651,224589.32,0.060694,36,684,0.8214,NJ
1652,500216.98,0.047756,48,763,0.8037,NJ
1653,359091.9,0.04413,132,721,0.7087,VA
1654,237154.36,0.041562,269,712,0.7508,CA
1655,253621.71,0.05673,182,706,0.7479,GA
1656,139353.66,0.066249,230,752,0.8594,IL
1657,335982.18,0.048469,108,742,0.8791,FL
1658,127782.25,0.050344,40,749,0.7353,TX
1659,395659.16,0.063216,149,748,0.8019,WA
1660,298904.59,0.034396,156,737,0.7981,Other
1661,825816.86,0.072169,192,694,0.8068,CA
1662,171946.56,0.076941,134,707,0.728,CA
1663,269359.46,0.025437,95,722,0.9114,GA
1664,633635.7,0.051525,50,833,0.6065,VA
1665,482205.35,0.045311,188,679,0.8448,NJ
1666,206221.18,0.049852,96,721,0.7645,Other
1667,312008.39,0.048316,102,744,0.8268,AZ
1668,282349.15,0.060618,151,726,0.8347,CA
1669,320257.34,0.051374,224,788,0.6884,CA
1670,205992.25,0.043391,116,726,0.7529,CA
1671,270981.5,0.050778,45,729,0.7123,AZ
1672,137430.89,0.057648,96,777,0.7569,IL
1673,299780.42,0.040663,130,821,0.7435,Other
1674,345417.57,0.036038,168,803,0.7019,NC
1675,254654.06,0.072427,81,734,0.7731,NC
1676,136383.64,0.046076,66,738,0.8772,CA
1677,440136.13,0.051126,160,742,0.825,CA
1678,332380.7,0.048522,110,747,0.8412,Other
1679,203473.94,0.057981,226,702,0.7017,NJ
1680,248632.16,0.070228,31,782,0.77,Other
1681,143587.34,0.058299,120,749,0.7846,FL
